ID (GT),Missing Time Points,ID (Dino),x (GT),y (GT),z (GT),x (Dino),y (Dino),z (Dino),t,t_start (GT),t_start (Dino),FI (GT),FI (Dino),Track Length (GT),Track Length (Dino),Feature 0,Feature 1,Feature 2,Distance,Multi ID (Dino),Multi Distance (Dino)
1997,44,9272,387.636,423.455,-0.182,391.16617,420.72165,1.5892756,44.0,35.0,41.0,1.0,4.836,16.0,15.0,9.875,3.203,-0.1448,4.803198903080654,,
1999,26,5127,365.182,51.273,9.455,366.94516,49.967506,6.5508137,26.0,25.0,18.0,1.0,4.477,11.0,19.0,8.35,-2.834,-0.6353,3.639690348744464,,
2003,47,7868,483.364,192.182,9.545,484.12778,189.37048,6.6433654,47.0,21.0,33.0,1.0,4.21,27.0,24.0,6.023,-2.0,-0.3262,4.111871587333092,,
2005,50,9194,280.273,477.364,8.636,279.22852,479.59735,6.0923758,50.0,38.0,40.0,1.0,5.2,14.0,37.0,9.49,-3.127,-0.5312,3.542430629345593,,
2008,21,4730,494.364,385.364,8.545,494.65723,399.96902,4.021867,21.0,21.0,16.0,1.0,3.271,22.0,5.0,1.062,-1.494,0.4187,15.292198179757865,,
2008,22,5682,494.273,385.727,8.455,481.2981,392.04813,7.9999957,22.0,21.0,21.0,1.0,0.9556,22.0,15.0,-7.98,2.926,-0.816,14.439935713150534,,
2009,22,5967,271.273,4.727,3.273,275.7782,0.8739595,0.0,22.0,21.0,22.0,1.0,3.916,11.0,11.0,1.233,3.168,0.4417,6.771652467060036,,
2010,34,1964,237.091,197.091,-0.091,233.29662,194.77483,1.9667646,34.0,21.0,2.0,1.0,3.28,42.0,53.0,7.94,2.072,-0.3245,4.898607782045149,,
2017,37,7155,183.818,217.909,6.909,185.08553,216.93015,3.3250537,37.0,21.0,29.0,1.0,6.867,38.0,32.0,20.1,-0.07385,-0.957,3.925487320662705,,
2017,53,9978,179.818,220.727,8.182,174.64267,226.96645,6.7127314,53.0,21.0,44.0,1.0,3.055,38.0,17.0,1.947,-1.388,-0.1065,8.238539138120668,,
2017,54,9978,179.727,220.727,8.182,173.919,228.39502,6.8706946,54.0,21.0,44.0,1.0,3.547,38.0,17.0,1.226,-0.805,0.483,9.708291125242836,,
2020,63,11518,290.455,275.545,8.182,279.71747,280.76996,6.5525336,63.0,21.0,53.0,1.0,3.898,45.0,20.0,5.266,-2.197,-0.1763,12.051967401682967,,
2023,42,3582,280.091,185.0,0.0,278.36047,177.66035,4.292996,42.0,21.0,10.0,1.0,3.121,23.0,22.0,3.684,-0.2172,0.7144,8.677269781412587,,
2027,33,7510,358.0,179.182,5.182,361.14273,181.43513,7.063462,33.0,21.0,31.0,1.0,1.915,47.0,6.0,-3.346,-1.327,0.124,4.300377414511872,,
2031,32,2854,481.364,426.818,1.909,471.13904,422.78217,4.0605407,32.0,23.0,6.0,1.0,2.9,21.0,31.0,1.211,-0.9067,-0.648,11.201198961461907,,
2031,33,2854,474.909,429.455,1.818,470.5275,422.22546,4.627625,33.0,23.0,6.0,1.0,3.96,21.0,31.0,2.422,0.5073,0.2314,8.908298575049274,,
2031,34,2854,467.909,433.273,1.455,470.61102,423.6566,4.71428,34.0,23.0,6.0,1.0,3.545,21.0,31.0,2.191,-1.467,0.1997,10.50709127964538,,
2032,26,6373,350.273,408.364,2.182,350.46826,401.131,2.101795,26.0,21.0,25.0,1.0,3.691,10.0,13.0,5.246,-0.4614,-0.596,7.236079622946741,,
2042,22,4542,337.909,274.818,4.636,330.98804,270.49393,4.6301575,22.0,21.0,15.0,1.0,3.57,5.0,7.0,8.17,-2.219,-0.1638,8.160717053133629,,
2042,23,4542,338.0,275.364,4.545,330.7299,269.59402,5.0177565,23.0,21.0,15.0,1.0,3.656,5.0,7.0,7.65,-0.776,0.2734,9.293574227319226,,
2044,47,8668,318.455,370.091,2.727,316.27237,365.2069,3.3661497,47.0,21.0,37.0,1.0,3.936,38.0,10.0,8.1,0.909,0.245,5.3876543008910485,,
2046,72,14614,386.364,16.364,2.364,390.92297,21.024082,3.50311,72.0,51.0,69.0,1.0,3.553,41.0,9.0,4.656,-1.16,-0.0729,6.618016568408121,,
2052,29,6464,64.364,12.182,7.182,64.07125,6.954981,3.4989107,29.0,27.0,25.0,1.0,3.701,14.0,5.0,4.83,-0.498,-0.6,6.400982501197413,,
2052,30,861,60.0,15.818,7.364,64.14855,21.341005,0.64019,30.0,27.0,0.0,1.0,2.578,14.0,32.0,4.723,2.74,0.01384,9.639692539112698,,
2054,38,6092,411.364,372.818,8.818,412.17847,374.09854,5.3991404,38.0,22.0,23.0,1.0,4.344,44.0,20.0,7.562,-1.221,-0.7524,3.7405541082856,,
2054,39,6092,411.727,373.0,9.0,412.7497,373.80188,5.364851,39.0,22.0,23.0,1.0,5.02,44.0,20.0,7.73,-0.51,-0.5454,3.860470836128808,,
2054,40,6092,412.818,372.364,9.0,413.3359,373.35886,5.637102,40.0,22.0,23.0,1.0,4.203,44.0,20.0,6.29,-1.04,-0.2458,3.5450034961906645,,
2054,43,9185,413.455,374.455,8.818,415.43008,375.13562,5.2356544,43.0,22.0,40.0,1.0,4.402,44.0,21.0,7.81,-1.574,0.1627,4.146972942839074,,
2054,44,9185,413.273,374.545,8.818,415.08524,374.45926,5.1955624,44.0,22.0,40.0,1.0,4.125,44.0,21.0,6.3,-1.625,0.2869,4.051372524354391,,
2054,46,9185,414.364,374.636,8.636,415.1364,374.44217,5.138767,46.0,22.0,40.0,1.0,4.445,44.0,21.0,6.418,-1.388,0.02768,3.586754868288189,,
2054,62,9888,412.0,377.727,8.818,410.93427,380.28537,6.534052,62.0,22.0,44.0,1.0,3.896,44.0,24.0,8.695,-3.316,0.5015,3.591302821610017,,
2062,36,2061,49.727,238.909,-0.545,52.80329,242.68433,0.6975904,36.0,22.0,2.0,1.0,3.79,40.0,46.0,7.22,1.328,0.3245,5.026003151130343,,
2073,27,2990,248.364,465.0,0.182,245.06107,466.72736,1.0742873,27.0,22.0,6.0,1.0,4.65,8.0,28.0,12.055,3.744,-0.6606,3.832661709600944,,
2075,28,2472,205.0,180.727,0.091,209.41145,176.18712,4.0759797,28.0,22.0,4.0,1.0,2.34,11.0,26.0,8.2,-0.682,0.5977,7.480071171206341,,
2079,25,5883,357.818,406.818,6.909,354.25464,404.87384,1.4664975,25.0,22.0,22.0,1.0,5.305,56.0,6.0,9.24,3.555,-0.2878,6.789560078363414,,
2079,29,5037,361.091,408.364,6.818,365.74216,417.9938,6.139808,29.0,22.0,18.0,1.0,3.916,56.0,25.0,4.316,-1.167,0.0656,10.71570257960088,,
2079,30,6374,362.091,409.0,6.818,361.32263,401.12912,1.6978117,30.0,22.0,25.0,1.0,2.92,56.0,4.0,5.367,0.8364,0.2798,9.421118439907062,,
2079,32,5037,362.545,410.273,6.909,356.12497,420.51404,5.457786,32.0,22.0,18.0,1.0,5.004,56.0,25.0,8.63,-0.5723,1.001,12.173812367385,,
2079,33,1999,362.455,411.182,6.909,361.08243,401.78873,1.5857639,33.0,22.0,2.0,1.0,3.688,56.0,27.0,5.477,1.394,0.01535,10.88367181948003,,
2079,45,8545,348.818,418.545,7.0,351.63315,422.07,0.57609653,45.0,22.0,37.0,1.0,3.42,56.0,6.0,2.688,3.482,-0.1376,7.849664344058157,,
2080,38,4721,77.909,209.909,4.909,75.80488,208.11734,2.5595286,38.0,22.0,16.0,1.0,3.953,25.0,24.0,7.3,0.1865,-0.3145,3.627310627643836,,
2082,27,6756,181.909,339.091,4.818,172.55695,336.45688,0.0,27.0,22.0,27.0,1.0,0.2827,7.0,5.0,-2.203,0.912,1.082,10.84493205957971,,
2087,35,7501,399.909,181.182,0.273,396.5024,182.86945,3.632776,35.0,22.0,31.0,1.0,3.658,22.0,28.0,5.375,-0.339,0.2686,5.073510208196671,,
2088,43,8448,463.727,36.182,4.273,459.60638,34.79638,3.3014693,43.0,22.0,36.0,1.0,4.293,38.0,13.0,11.27,0.0769,-0.06555,4.454584590042295,,
2090,25,5834,106.909,118.091,0.364,110.10427,119.20296,1.4802426,25.0,22.0,22.0,1.0,4.49,27.0,30.0,9.02,0.7183,-0.6655,3.5626118167090195,,
2090,43,5150,45.818,142.636,-0.182,43.61967,139.83047,1.2657354,43.0,22.0,18.0,1.0,2.93,27.0,20.0,9.24,3.033,0.1819,3.847023675286283,,
2090,44,5150,40.727,144.091,-0.364,42.155685,140.38852,1.2523603,44.0,22.0,18.0,1.0,4.184,27.0,20.0,9.13,3.18,-0.3298,4.285104386014553,,
2091,33,5149,207.909,440.364,-0.455,205.70581,442.88907,1.1860857,33.0,22.0,18.0,1.0,3.506,13.0,32.0,4.95,1.333,-0.4863,3.731378693692793,,
2094,29,3813,165.091,359.091,1.091,168.48322,359.26794,2.3994107,29.0,22.0,11.0,1.0,4.78,78.0,31.0,10.45,-0.8228,-0.296,3.640110280180308,,
2094,98,18481,21.545,408.636,5.091,26.14501,406.0775,5.9836297,98.0,22.0,90.0,1.0,3.934,78.0,6.0,5.746,-2.693,-0.425,5.338801553852911,,
2100,23,5196,502.091,266.636,-0.818,503.55765,263.18948,2.7481081,23.0,23.0,19.0,1.0,4.914,11.0,30.0,9.14,0.2059,0.5103,5.171720150374129,,
2100,32,5196,502.818,266.818,-0.818,501.58142,264.64923,2.3708737,32.0,23.0,19.0,1.0,3.555,11.0,30.0,8.945,0.915,-0.43,4.049889984166444,,
2100,33,5196,503.636,265.455,-0.818,502.1641,264.6982,2.5287695,33.0,23.0,19.0,1.0,3.7,11.0,30.0,8.74,-0.05887,0.234,3.7336445915660295,,
2102,23,4370,197.455,323.545,4.727,197.19598,328.1732,0.2102555,23.0,23.0,14.0,1.0,2.736,9.0,18.0,-2.938,1.819,-0.87,6.472117696602882,,
2104,23,4728,43.455,140.091,9.455,40.999485,148.56848,5.9564943,23.0,23.0,16.0,1.0,6.086,8.0,20.0,10.31,-1.928,-0.6934,9.494038297719111,,
2104,26,4728,38.0,144.545,9.364,40.174137,148.24622,6.286135,26.0,23.0,16.0,1.0,5.344,8.0,20.0,10.52,-2.947,0.1975,5.281964988656594,,
2105,24,5291,487.455,72.727,9.364,470.804,77.48988,6.2717147,24.0,23.0,19.0,1.0,4.266,31.0,39.0,1.883,-0.78,0.02115,17.59269891946646,,
2105,25,5806,488.091,72.818,9.364,491.95938,85.999886,7.9999895,25.0,23.0,22.0,1.0,-1.18,31.0,4.0,-9.07,-0.3713,-0.2554,13.805325312556253,,
2108,25,2681,14.455,257.364,6.636,16.549723,255.73166,3.5392663,25.0,23.0,5.0,1.0,3.965,21.0,36.0,9.11,-0.9424,0.1486,4.079480105484594,,
2109,23,5656,392.364,296.909,0.364,378.998,302.99838,0.0,23.0,23.0,21.0,1.0,-4.473,38.0,9.0,-5.645,-0.23,-0.5767,14.692276909465043,,
2109,24,291,393.727,298.0,0.273,400.52167,283.38464,2.7071638,24.0,23.0,0.0,1.0,4.74,38.0,39.0,9.34,0.074,-0.616,16.300350969955545,,
2119,32,4138,60.273,230.636,4.273,62.79563,225.20428,7.594042,32.0,23.0,13.0,1.0,2.848,36.0,20.0,-1.029,-3.973,0.3594,6.848106617238361,,
2121,47,9758,389.455,128.818,9.455,391.19693,129.34616,5.772096,47.0,23.0,43.0,1.0,5.387,25.0,12.0,13.4,-2.686,-0.03656,4.10816929832694,,
2127,34,4598,182.273,68.0,9.273,184.78632,68.2362,6.7639556,34.0,23.0,15.0,1.0,3.842,30.0,22.0,6.812,-1.954,0.1794,3.5591953674350782,,
2127,35,4598,182.545,68.091,9.455,184.50246,68.1903,6.4654813,35.0,23.0,15.0,1.0,4.527,30.0,22.0,7.98,-1.57,0.1826,3.574735262820142,,
2127,36,4598,182.0,68.182,9.455,184.4174,68.251884,6.5938644,36.0,23.0,15.0,1.0,4.18,30.0,22.0,6.777,-1.94,0.1747,3.746305307238493,,
2127,38,4598,182.545,67.545,9.182,184.52556,68.948494,6.636561,38.0,23.0,15.0,1.0,4.59,30.0,22.0,5.332,-1.273,-0.08655,3.51733891235364,,
2127,39,4598,182.273,67.091,9.273,184.09998,65.178116,5.8520484,39.0,23.0,15.0,1.0,4.08,30.0,22.0,8.055,-2.172,0.2339,4.324337055248873,,
2127,40,4598,182.909,68.182,9.182,184.37215,66.08186,5.9057903,40.0,23.0,15.0,1.0,5.21,30.0,22.0,9.805,-1.849,-0.4011,4.157516799782548,,
2127,43,9503,182.818,66.818,9.182,181.68639,67.19658,5.812965,43.0,23.0,42.0,1.0,5.258,30.0,40.0,10.11,-1.182,-0.3325,3.574109796820049,,
2130,42,6037,127.0,212.0,9.636,128.26508,211.82614,5.804606,42.0,23.0,23.0,1.0,4.035,22.0,24.0,6.74,-0.1444,-0.052,4.038593157181845,,
2131,31,3149,243.182,170.909,6.909,243.07114,171.55286,3.445458,31.0,23.0,7.0,1.0,3.955,18.0,42.0,12.39,1.069,0.142,3.524623217446656,,
2133,39,4991,291.455,262.727,0.727,294.58438,251.49144,0.49086118,39.0,23.0,17.0,1.0,3.094,35.0,20.0,3.688,2.453,-0.1443,11.665615682007973,,
2136,28,6672,132.909,268.636,3.455,139.4052,259.99945,0.0,28.0,23.0,27.0,1.0,1.608,42.0,7.0,-8.4,-5.23,-0.154,11.345820170551804,,
2136,29,3195,133.909,269.636,3.455,132.25502,283.97647,3.1504798,29.0,23.0,7.0,1.0,3.115,42.0,48.0,4.508,0.682,0.2546,14.43874863738224,,
2136,30,3485,133.818,270.818,3.455,140.99959,280.99918,7.9999766,30.0,23.0,9.0,1.0,8.3,42.0,21.0,-7.06,0.734,1.101,13.262295179004589,,
2140,80,16283,439.364,128.091,6.909,448.07358,137.67712,7.656103,80.0,39.0,79.0,1.0,5.297,44.0,4.0,-4.344,-1.252,0.01622,12.973382108124666,,
2140,81,16718,439.455,128.455,6.909,432.0905,123.381615,0.0,81.0,39.0,81.0,1.0,4.92,44.0,16.0,-2.678,-2.328,0.629,11.30085733952184,,
2145,33,6010,402.727,261.273,8.909,403.7409,260.83398,4.1993895,33.0,23.0,23.0,1.0,5.28,23.0,10.0,11.35,-0.255,0.6055,4.837474840462775,,
2146,28,6448,487.545,484.0,2.727,497.4763,479.51126,0.0,28.0,23.0,25.0,1.0,4.8,6.0,12.0,-6.906,-1.753,0.217,11.234591024047086,,
2152,26,6451,470.636,216.909,5.636,461.59964,213.59984,0.0,26.0,24.0,25.0,1.0,2.236,15.0,4.0,-6.21,2.44,0.4219,11.152167410651616,,
2152,27,6451,471.364,216.727,5.636,475.63037,205.87064,2.254122,27.0,24.0,25.0,1.0,3.352,15.0,4.0,4.402,-0.1063,0.4294,12.144939861250212,,
2153,24,3550,151.091,436.091,6.909,155.5195,435.47015,4.388765,24.0,24.0,9.0,1.0,7.395,16.0,53.0,18.84,-1.025,0.632,5.133093748191717,,
2153,25,3550,151.364,436.0,6.909,154.48372,436.3975,4.1643925,25.0,24.0,9.0,1.0,6.227,16.0,53.0,18.23,-0.9897,-0.1641,4.1741501479290655,,
2153,26,1384,150.909,436.727,7.0,150.31523,441.06015,5.144284,26.0,24.0,0.0,1.0,4.547,16.0,32.0,9.17,-1.155,-0.6255,4.751045527887138,,
2153,27,3550,150.545,437.545,7.0,154.20735,436.1252,4.0439796,27.0,24.0,9.0,1.0,5.53,16.0,53.0,15.07,-0.4473,0.3035,4.915963401787712,,
2153,28,1384,150.182,436.273,6.909,151.63695,437.7511,2.9737363,28.0,24.0,0.0,1.0,5.06,16.0,32.0,11.47,1.077,0.372,4.448365936053116,,
2155,43,7630,221.545,0.273,8.545,227.35463,10.178366,7.01627,43.0,43.0,32.0,1.0,3.371,11.0,37.0,6.88,-1.175,-0.318,11.584692129864996,,
2155,44,7630,218.636,5.091,8.909,226.94833,10.677837,6.815807,44.0,43.0,32.0,1.0,3.021,11.0,37.0,6.28,-1.731,-0.0874,10.23176595846084,,
2155,47,10488,213.727,6.818,9.636,212.53105,12.695923,0.8330326,47.0,43.0,47.0,1.0,2.49,11.0,7.0,3.168,2.8,-0.601,10.652347639928571,,
2156,46,2835,103.909,425.182,3.818,103.00856,421.8368,4.4857817,46.0,24.0,6.0,1.0,4.992,32.0,51.0,9.41,-0.814,0.802,3.528043031548102,,
2156,54,10481,100.545,424.0,3.727,93.65447,428.32675,7.99999,54.0,24.0,47.0,1.0,1.55,32.0,5.0,-6.58,2.047,0.8804,9.19013671190478,,
2156,55,8011,95.182,425.909,4.0,85.61203,434.67606,2.9423208,55.0,24.0,34.0,1.0,3.34,32.0,28.0,3.602,0.4714,-0.5415,13.021687760602036,,
2157,24,3020,457.182,220.364,6.545,466.134,219.48761,0.0,24.0,24.0,6.0,1.0,-0.2314,11.0,22.0,0.737,3.303,0.4985,11.124000558796284,,
2158,24,5490,320.091,289.818,6.364,312.56775,295.80234,6.8950534,24.0,24.0,20.0,1.0,-0.6353,6.0,8.0,-1.454,-2.115,-1.435,9.62775329512302,,
2158,25,2020,320.727,289.636,6.727,326.0676,291.6972,5.409359,25.0,24.0,2.0,1.0,4.2,6.0,45.0,8.79,-2.178,-0.104,5.87424306654751,,
2159,24,4918,106.455,267.909,3.455,100.352745,276.6683,2.8507862,24.0,24.0,17.0,1.0,2.963,34.0,25.0,4.67,1.265,0.2651,10.69242380805846,,
2160,38,8750,233.636,15.727,3.545,234.94978,4.9999957,7.9999933,38.0,24.0,38.0,1.0,9.26,40.0,10.0,-7.766,1.567,0.739,11.68937998542538,,
2161,32,3449,404.545,114.727,7.545,403.7149,116.37877,4.5085897,32.0,24.0,9.0,1.0,4.23,18.0,22.0,8.914,-0.5566,0.2734,3.554883634220129,,
2162,28,6163,177.909,253.545,4.818,182.99962,250.45897,0.0,28.0,24.0,24.0,1.0,0.2072,5.0,19.0,-1.686,5.13,0.1371,7.6584017356952465,,
2165,34,7157,123.455,158.273,8.818,121.43427,159.24277,5.9494376,34.0,33.0,29.0,1.0,4.336,18.0,5.0,9.234,-1.792,-0.5835,3.640391988302053,,
2167,32,6369,319.273,282.182,9.273,323.74963,272.00983,4.8194838,32.0,31.0,25.0,1.0,4.62,26.0,36.0,9.164,-2.01,-0.573,11.972763474213558,,
2168,25,2278,54.727,99.727,9.455,50.20004,107.74453,3.1580117,25.0,24.0,3.0,1.0,4.02,11.0,57.0,7.496,0.4385,0.2898,11.15464996281088,,
2168,26,2278,55.182,100.273,9.273,50.170017,107.56393,3.2023249,26.0,24.0,3.0,1.0,3.906,11.0,57.0,9.016,-0.1351,0.8647,10.729898882419583,,
2168,27,5644,54.818,100.455,9.182,61.57745,108.09189,2.3473072,27.0,24.0,21.0,1.0,4.043,11.0,24.0,6.188,1.547,0.4265,12.277022393274844,,
2178,24,3556,47.636,256.091,9.273,49.6385,244.73016,6.54876,24.0,24.0,9.0,1.0,4.383,20.0,40.0,5.29,0.7847,-0.7046,11.853276987112045,,
2178,25,6437,48.182,255.455,9.273,55.08406,253.5629,4.999997,25.0,24.0,25.0,1.0,1.158,20.0,11.0,2.373,-1.653,0.1719,8.335288194874186,,
2178,28,304,30.727,264.455,9.545,31.48966,265.84946,5.995047,28.0,24.0,0.0,1.0,4.117,20.0,42.0,9.18,-3.049,-0.0786,3.88951607136532,,
2181,29,6195,208.364,211.364,9.636,209.21913,211.94635,5.1863766,29.0,24.0,24.0,1.0,3.887,26.0,9.0,7.965,-1.412,-0.523,4.568317769291837,,
2181,30,6195,208.182,211.455,9.727,209.21278,212.13988,5.406569,30.0,24.0,24.0,1.0,3.504,26.0,9.0,6.65,-1.158,0.1964,4.494184247286824,,
2181,32,6195,208.818,211.091,9.545,211.30864,211.4634,4.7075844,32.0,24.0,24.0,1.0,4.37,26.0,9.0,10.95,-0.718,-0.4229,5.453673904509078,,
2181,33,6195,209.364,211.091,9.818,209.52849,212.16095,4.728391,33.0,24.0,24.0,1.0,4.895,26.0,9.0,13.77,-0.918,-0.2274,5.203457478973092,,
2182,30,5580,311.273,134.364,3.545,302.73056,131.85822,4.15039,30.0,24.0,20.0,1.0,3.283,10.0,29.0,2.637,-0.4888,0.3906,8.922931783561951,,
2183,36,4602,60.091,163.909,9.0,57.763016,163.22224,5.628496,36.0,24.0,15.0,1.0,3.756,20.0,18.0,6.934,-1.403,0.6562,4.154297536752994,,
2184,24,1093,491.0,161.182,6.818,495.67126,162.54115,6.359369,24.0,24.0,0.0,1.0,5.71,12.0,19.0,13.6,-2.967,-0.46,4.8865428581218,,
2187,38,5373,426.909,285.364,6.545,429.6119,285.36664,3.3818002,38.0,24.0,19.0,1.0,4.906,49.0,33.0,11.66,-0.398,-0.3901,4.16071007813811,,
2187,54,1914,405.818,296.818,7.273,406.29404,293.33374,4.877186,54.0,24.0,2.0,1.0,3.754,49.0,41.0,8.17,-0.6987,-0.4448,4.255185842216066,,
2187,56,9738,405.727,295.909,7.091,401.8913,296.9808,4.5873957,56.0,24.0,43.0,1.0,4.74,49.0,14.0,7.05,0.338,0.2374,4.704187944903805,,
2187,57,5658,405.273,295.091,7.091,406.51813,297.31958,3.7866428,57.0,24.0,21.0,1.0,5.406,49.0,44.0,11.66,-0.322,0.3298,4.175607026348575,,
2187,58,5658,405.0,295.909,7.182,406.2548,297.58197,4.0273323,58.0,24.0,21.0,1.0,5.57,49.0,44.0,11.766,-1.121,0.0737,3.7848751575611215,,
2187,60,5658,404.545,296.182,6.818,405.93704,298.01886,3.8771245,60.0,24.0,21.0,1.0,4.754,49.0,44.0,12.35,-0.1997,-0.08844,3.736385784110131,,
2187,63,5658,403.364,298.273,7.091,404.80862,298.9077,3.8561103,63.0,24.0,21.0,1.0,4.492,49.0,44.0,8.01,-0.335,0.01602,3.599205802057748,,
2189,66,10307,104.636,450.0,9.455,105.552155,449.19666,5.8939767,66.0,24.0,46.0,1.0,4.062,43.0,30.0,11.305,-3.617,0.01419,3.7637191822408704,,
2190,25,2586,226.636,139.909,8.182,224.53458,138.56482,5.674042,25.0,24.0,4.0,1.0,7.016,12.0,24.0,19.11,-3.617,-1.537,3.5373209097513256,,
2191,32,7161,193.273,195.545,2.909,190.21126,196.1969,1.2579484,32.0,24.0,29.0,1.0,4.43,28.0,5.0,5.574,3.012,-0.7515,3.5390954809756816,,
2194,24,3842,473.091,148.0,0.364,473.0855,154.03278,1.3329496,24.0,24.0,11.0,1.0,3.64,20.0,26.0,9.21,2.79,-0.373,6.110100498824892,,
2195,56,7436,242.364,119.636,8.727,245.24553,117.0865,0.7377978,56.0,54.0,31.0,1.0,2.465,11.0,14.0,4.746,2.729,-0.3848,8.867385025100962,,
2199,73,10374,268.273,467.364,2.727,271.1644,484.79138,4.0872445,73.0,35.0,46.0,1.0,3.518,65.0,44.0,3.303,-0.01881,0.73,17.717901476308672,,
2199,86,10374,247.727,488.273,4.455,251.24196,487.7732,3.858755,86.0,35.0,46.0,1.0,4.31,65.0,44.0,10.05,-1.056,-0.1672,3.600034991722312,,
2203,35,6516,99.545,442.909,8.727,98.62521,441.91495,5.415094,35.0,25.0,26.0,1.0,4.062,20.0,17.0,9.805,-1.542,-0.4558,3.578109892029037,,
2207,30,4862,349.727,15.273,-0.455,348.068,8.55071,3.020845,30.0,25.0,17.0,1.0,4.723,8.0,35.0,13.59,0.5645,-0.03104,7.7474487612455345,,
2211,42,7501,375.0,166.273,0.0,377.9864,163.88863,1.5961926,42.0,34.0,31.0,1.0,3.879,17.0,28.0,9.445,1.445,0.0728,4.141453376919114,,
2212,87,14036,375.818,86.0,9.636,376.73083,86.896996,5.158056,87.0,25.0,67.0,1.0,4.312,64.0,22.0,6.223,-1.434,-0.377,4.657235542685389,,
2225,35,5536,458.455,478.091,7.636,451.68723,471.8247,6.9333405,35.0,25.0,20.0,1.0,3.676,30.0,24.0,3.57,-1.892,0.00772,9.250024693796233,,
2232,30,7362,456.545,263.364,6.909,462.6598,261.1205,6.434167,30.0,25.0,30.0,1.0,3.816,25.0,5.0,8.81,-2.885,0.3662,6.530661349962112,,
2232,34,3274,435.545,263.273,5.727,430.1258,264.50952,5.571478,34.0,25.0,8.0,1.0,5.062,25.0,67.0,10.43,-1.525,-0.637,5.560656206140049,,
2238,25,542,99.455,502.455,6.727,99.39768,502.0466,3.0956447,25.0,25.0,0.0,1.0,5.312,16.0,40.0,14.55,-0.3428,0.005768,3.6546979980893184,,
2245,88,15271,136.091,375.818,9.727,135.24998,376.21185,6.200755,88.0,88.0,73.0,1.0,4.03,10.0,27.0,6.633,-1.99,-0.8486,3.6464827248905296,,
2245,89,15271,137.364,375.909,9.818,136.00891,376.20688,6.247518,89.0,88.0,73.0,1.0,4.77,10.0,27.0,7.168,-2.455,-0.729,3.830579997183724,,
2245,92,15271,133.545,381.091,9.818,135.21101,378.4292,6.412579,92.0,88.0,73.0,1.0,4.062,10.0,27.0,6.742,-1.464,0.3108,4.632241438800567,,
2245,93,15271,133.545,381.273,9.818,135.19774,378.3159,6.497175,93.0,88.0,73.0,1.0,4.875,10.0,27.0,7.504,-2.094,-0.1614,4.743824258783753,,
2245,94,15271,134.0,380.091,9.818,135.8565,378.23425,6.586022,94.0,88.0,73.0,1.0,4.28,10.0,27.0,8.01,-2.016,-0.1118,4.164107900257168,,
2245,95,15271,134.455,379.636,9.727,135.92259,377.95096,6.439022,95.0,88.0,73.0,1.0,5.04,10.0,27.0,9.35,-1.615,-0.546,3.975421932095266,,
2245,96,17727,127.818,382.727,9.455,128.93312,382.68777,5.842169,96.0,88.0,86.0,1.0,4.49,10.0,7.0,7.605,-1.614,0.1943,3.781214016934377,,
2253,52,10692,171.091,251.364,-0.818,170.33047,247.6732,0.7072771,52.0,52.0,49.0,1.0,3.324,5.0,17.0,7.516,3.377,-0.3408,4.065326647722714,,
2254,26,6607,270.182,387.0,7.909,271.99448,381.38916,0.0,26.0,26.0,26.0,1.0,2.78,19.0,31.0,-5.75,0.847,-0.5205,9.865033717935278,,
2260,38,8857,120.091,470.727,5.455,117.01909,460.71765,3.3007998,38.0,26.0,38.0,1.0,3.613,18.0,7.0,2.863,-0.16,0.1683,10.689447926449692,,
2261,27,4850,368.0,49.364,8.273,374.68793,51.29856,7.9999933,27.0,26.0,17.0,1.0,8.17,19.0,8.0,-1.973,-0.958,-0.9097,6.9674574083193965,,
2265,26,333,283.636,312.182,6.455,286.24652,309.01892,5.0514417,26.0,26.0,0.0,1.0,4.9,15.0,26.0,10.19,-1.834,-0.8965,4.334727864387667,,
2265,28,4067,283.364,312.0,6.364,286.94894,309.00848,5.0703464,28.0,26.0,12.0,1.0,4.258,15.0,42.0,12.22,-1.656,-0.1309,4.8450517387116685,,
2271,48,6616,459.182,40.636,1.727,461.48364,42.887695,3.5809531,48.0,33.0,26.0,1.0,4.375,23.0,30.0,13.516,-1.93,-0.812,3.715483704664096,,
2271,49,6616,459.727,40.091,1.727,461.49805,43.939194,3.6436524,49.0,33.0,26.0,1.0,4.062,23.0,30.0,12.6,-1.358,-0.8003,4.649599078045522,,
2274,31,7021,37.818,191.091,-0.818,31.851185,200.604,6.3989778,31.0,26.0,28.0,1.0,2.822,11.0,18.0,3.977,-1.328,-0.4277,13.34858864486871,,
2275,26,2586,216.273,142.545,3.909,223.55493,138.38481,4.4897404,26.0,26.0,4.0,1.0,7.598,8.0,24.0,21.2,-0.835,-0.9463,8.406601261698595,,
2277,74,14309,205.636,136.455,9.273,204.60155,136.63457,5.8406324,74.0,26.0,68.0,1.0,4.996,49.0,19.0,9.08,-1.808,-0.6245,3.589356422665453,,
2278,40,5430,5.636,52.818,9.818,6.417112,50.196903,6.5143065,40.0,26.0,20.0,1.0,5.605,15.0,22.0,9.93,-3.352,-0.2827,4.288901512263395,,
2279,61,10041,144.455,68.273,5.364,147.5414,62.35403,0.0,61.0,26.0,45.0,1.0,-3.477,64.0,12.0,2.113,-3.457,0.408,8.563443630975796,,
